[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:16] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:17:17] A
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D + LeftShift
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift
[09:37:51] D + Space + LeftShift + A
[09:37:51] D + Space + LeftShift + A
[09:37:51] D + Space + LeftShift + A
[09:37:51] D + Space + LeftShift + A
[09:37:51] D + Space + LeftShift + A
[09:37:51] D + Space + LeftShift + A
[09:37:51] D + Space + LeftShift + A
[09:37:51] D + Space + LeftShift + A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:51] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + Space + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A + LeftShift
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:52] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A + Space
[09:37:53] A + Space
[09:37:53] A + Space
[09:37:53] A + Space
[09:37:53] A + Space
[09:37:53] A + Space
[09:37:53] A + Space
[09:37:53] A + Space
[09:37:53] A + Space
[09:37:53] A + Space
[09:37:53] A + Space
[09:37:53] A + Space
[09:37:53] A + Space
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A + Space + LeftShift
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A
[09:37:53] A + D
[09:37:53] A + D
[09:37:53] A + D
[09:37:53] A + D
[09:37:53] A + D
[09:37:53] A + D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D
[09:37:53] D + Space
[09:37:53] D + Space
[09:37:53] D + Space
[09:37:53] D + Space
[09:37:53] D + Space
[09:37:53] D + Space
[09:37:53] D + Space
[09:37:53] D + Space
[09:37:53] D + Space
[09:37:53] D + Space
[09:37:53] D + Space
[09:37:53] D + Space
[09:37:53] D + Space
[09:37:53] D + Space
[09:37:53] D + Space
[09:37:54] D + Space
[09:37:54] D + Space
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D + Space
[09:37:54] D + Space
[09:37:54] D + Space
[09:37:54] D + Space
[09:37:54] D + Space
[09:37:54] D + Space
[09:37:54] D + Space
[09:37:54] D + Space
[09:37:54] D + Space
[09:37:54] D + Space
[09:37:54] D + Space
[09:37:54] D + Space
[09:37:54] D + Space
[09:37:54] D + Space
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D + Space + LeftShift
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:54] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] D + A
[09:37:55] A
[09:37:55] A
[09:37:55] A
[09:37:55] A
[09:37:55] A
[09:37:55] A
[09:37:55] A
[09:37:55] A
[09:37:55] A
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + Space + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A + LeftShift
[09:37:55] A
[09:37:55] A
